# matchedfilter CPU COST table -- FDR and batch-aware relative costs
# format cost-fd-pairs-v1
# cpu     AMD RYZEN AI MAX+ 395 w/ Radeon 8060S
# commit  4c2706e
# Warm public-API cost relative to the widest band for this profile and shape.
# The reference-profile gate model computes accuracy independently.
# U=2 and K=8 are retained as configuration metadata; taps are inert.
# COST n band U K snr fd pairs f beff relative_cost
COST 2048 1024 2 8 5.50 0.01 512 1.000000 184.431 1.000000
COST 2048 256 2 8 5.50 0.01 512 0.916522 108.764 0.245998
COST 2048 512 2 8 5.50 0.01 512 0.972200 122.156 0.467428
COST 2048 1024 2 8 5.50 0.01 512 1.000000 129.213 1.000000
COST 2048 256 2 8 5.50 0.01 512 0.958318 90.389 0.211982
COST 2048 512 2 8 5.50 0.01 512 0.988172 96.068 0.456445
COST 2048 1024 2 8 5.50 0.01 512 1.000000 98.379 1.000000
COST 2048 256 2 8 6.00 0.0001 512 0.739159 162.400 2.331440
COST 2048 512 2 8 6.00 0.0001 512 0.884636 226.640 1.496060
COST 2048 1024 2 8 6.00 0.0001 512 1.000000 287.284 1.000000
COST 2048 256 2 8 6.00 0.0001 512 0.845345 132.949 1.309308
COST 2048 512 2 8 6.00 0.0001 512 0.940269 163.291 0.727331
COST 2048 1024 2 8 6.00 0.0001 512 1.000000 184.431 1.000000
COST 2048 256 2 8 6.00 0.0001 512 0.916522 108.764 0.381560
COST 2048 512 2 8 6.00 0.0001 512 0.972200 122.156 0.500788
COST 2048 1024 2 8 6.00 0.0001 512 1.000000 129.213 1.000000
COST 2048 256 2 8 6.00 0.0001 512 0.958318 90.389 0.228255
COST 2048 512 2 8 6.00 0.0001 512 0.988172 96.068 0.480507
COST 2048 1024 2 8 6.00 0.0001 512 1.000000 98.379 1.000000
COST 2048 256 2 8 6.00 0.001 512 0.739159 162.400 1.644862
COST 2048 512 2 8 6.00 0.001 512 0.884636 226.640 0.856383
COST 2048 1024 2 8 6.00 0.001 512 1.000000 287.284 1.000000
COST 2048 256 2 8 6.00 0.001 512 0.845345 132.949 0.628228
COST 2048 512 2 8 6.00 0.001 512 0.940269 163.291 0.534298
COST 2048 1024 2 8 6.00 0.001 512 1.000000 184.431 1.000000
COST 2048 256 2 8 6.00 0.001 512 0.916522 108.764 0.248779
COST 2048 512 2 8 6.00 0.001 512 0.972200 122.156 0.484264
COST 2048 1024 2 8 6.00 0.001 512 1.000000 129.213 1.000000
COST 2048 256 2 8 6.00 0.001 512 0.958318 90.389 0.214010
COST 2048 512 2 8 6.00 0.001 512 0.988172 96.068 0.474020
COST 2048 1024 2 8 6.00 0.001 512 1.000000 98.379 1.000000
COST 2048 256 2 8 6.00 0.01 512 0.739159 162.400 0.771914
COST 2048 512 2 8 6.00 0.01 512 0.884636 226.640 0.513579
COST 2048 1024 2 8 6.00 0.01 512 1.000000 287.284 1.000000
COST 2048 256 2 8 6.00 0.01 512 0.845345 132.949 0.300993
COST 2048 512 2 8 6.00 0.01 512 0.940269 163.291 0.485701
COST 2048 1024 2 8 6.00 0.01 512 1.000000 184.431 1.000000
COST 2048 256 2 8 6.00 0.01 512 0.916522 108.764 0.212835
COST 2048 512 2 8 6.00 0.01 512 0.972200 122.156 0.491613
COST 2048 1024 2 8 6.00 0.01 512 1.000000 129.213 1.000000
COST 2048 256 2 8 6.00 0.01 512 0.958318 90.389 0.213655
COST 2048 512 2 8 6.00 0.01 512 0.988172 96.068 0.464653
COST 2048 1024 2 8 6.00 0.01 512 1.000000 98.379 1.000000
COST 2048 256 2 8 6.50 0.0001 512 0.739159 162.400 2.051872
COST 2048 512 2 8 6.50 0.0001 512 0.884636 226.640 0.951600
COST 2048 1024 2 8 6.50 0.0001 512 1.000000 287.284 1.000000
COST 2048 256 2 8 6.50 0.0001 512 0.845345 132.949 0.594487
COST 2048 512 2 8 6.50 0.0001 512 0.940269 163.291 0.534512
COST 2048 1024 2 8 6.50 0.0001 512 1.000000 184.431 1.000000
COST 2048 256 2 8 6.50 0.0001 512 0.916522 108.764 0.216557
COST 2048 512 2 8 6.50 0.0001 512 0.972200 122.156 0.470084
COST 2048 1024 2 8 6.50 0.0001 512 1.000000 129.213 1.000000
COST 2048 256 2 8 6.50 0.0001 512 0.958318 90.389 0.201037
COST 2048 512 2 8 6.50 0.0001 512 0.988172 96.068 0.432461
COST 2048 1024 2 8 6.50 0.0001 512 1.000000 98.379 1.000000
COST 2048 256 2 8 6.50 0.001 512 0.739159 162.400 1.015190
COST 2048 512 2 8 6.50 0.001 512 0.884636 226.640 0.620543
COST 2048 1024 2 8 6.50 0.001 512 1.000000 287.284 1.000000
COST 2048 256 2 8 6.50 0.001 512 0.845345 132.949 0.325978
COST 2048 512 2 8 6.50 0.001 512 0.940269 163.291 0.489074
COST 2048 1024 2 8 6.50 0.001 512 1.000000 184.431 1.000000
COST 2048 256 2 8 6.50 0.001 512 0.916522 108.764 0.216347
COST 2048 512 2 8 6.50 0.001 512 0.972200 122.156 0.468891
COST 2048 1024 2 8 6.50 0.001 512 1.000000 129.213 1.000000
COST 2048 256 2 8 6.50 0.001 512 0.958318 90.389 0.219797
COST 2048 512 2 8 6.50 0.001 512 0.988172 96.068 0.500716
COST 2048 1024 2 8 6.50 0.001 512 1.000000 98.379 1.000000
COST 2048 256 2 8 6.50 0.01 512 0.739159 162.400 0.407974
COST 2048 512 2 8 6.50 0.01 512 0.884636 226.640 0.489498
COST 2048 1024 2 8 6.50 0.01 512 1.000000 287.284 1.000000
COST 2048 256 2 8 6.50 0.01 512 0.845345 132.949 0.217586
COST 2048 512 2 8 6.50 0.01 512 0.940269 163.291 0.503321
COST 2048 1024 2 8 6.50 0.01 512 1.000000 184.431 1.000000
COST 2048 256 2 8 6.50 0.01 512 0.916522 108.764 0.211713
COST 2048 512 2 8 6.50 0.01 512 0.972200 122.156 0.464369
COST 2048 1024 2 8 6.50 0.01 512 1.000000 129.213 1.000000
COST 2048 256 2 8 6.50 0.01 512 0.958318 90.389 0.231217
COST 2048 512 2 8 6.50 0.01 512 0.988172 96.068 0.514919
COST 2048 1024 2 8 6.50 0.01 512 1.000000 98.379 1.000000
COST 262144 4096 2 8 5.00 0.0001 512 0.101394 2323.402 0.701214
COST 262144 8192 2 8 5.00 0.0001 512 0.330538 6266.795 0.727923
COST 262144 16384 2 8 5.00 0.0001 512 0.556828 12867.185 0.746049
COST 262144 32768 2 8 5.00 0.0001 512 0.739561 20810.259 0.754352
COST 262144 65536 2 8 5.00 0.0001 512 0.884754 29021.154 0.833253
COST 262144 131072 2 8 5.00 0.0001 512 1.000000 36777.540 1.000000
COST 262144 4096 2 8 5.00 0.0001 512 0.165520 2498.171 0.733922
COST 262144 8192 2 8 5.00 0.0001 512 0.461419 6439.591 0.726914
COST 262144 16384 2 8 5.00 0.0001 512 0.695501 11956.100 0.765933
COST 262144 32768 2 8 5.00 0.0001 512 0.845648 17030.111 0.777419
COST 262144 65536 2 8 5.00 0.0001 512 0.940343 20905.755 0.893146
COST 262144 131072 2 8 5.00 0.0001 512 1.000000 23608.714 1.000000
COST 262144 4096 2 8 5.00 0.0001 512 0.244739 2694.120 0.695594
COST 262144 8192 2 8 5.00 0.0001 512 0.588167 6554.123 0.714960
COST 262144 16384 2 8 5.00 0.0001 512 0.805826 10920.503 0.739752
COST 262144 32768 2 8 5.00 0.0001 512 0.916725 13928.144 0.782393
COST 262144 65536 2 8 5.00 0.0001 512 0.972241 15637.714 0.838162
COST 262144 131072 2 8 5.00 0.0001 512 1.000000 16539.686 1.000000
COST 262144 4096 2 8 5.00 0.0001 512 0.334221 2913.531 0.763266
COST 262144 8192 2 8 5.00 0.0001 512 0.698559 6604.717 0.745682
COST 262144 16384 2 8 5.00 0.0001 512 0.883565 9887.633 0.763543
COST 262144 32768 2 8 5.00 0.0001 512 0.958441 11572.928 0.803641
COST 262144 65536 2 8 5.00 0.0001 512 0.988192 12297.418 0.860007
COST 262144 131072 2 8 5.00 0.0001 512 1.000000 12592.634 1.000000
COST 262144 4096 2 8 5.00 0.001 512 0.101394 2323.402 0.720646
COST 262144 8192 2 8 5.00 0.001 512 0.330538 6266.795 0.704261
COST 262144 16384 2 8 5.00 0.001 512 0.556828 12867.185 0.747048
COST 262144 32768 2 8 5.00 0.001 512 0.739561 20810.259 0.791416
COST 262144 65536 2 8 5.00 0.001 512 0.884754 29021.154 0.874392
COST 262144 131072 2 8 5.00 0.001 512 1.000000 36777.540 1.000000
COST 262144 4096 2 8 5.00 0.001 512 0.165520 2498.171 0.693914
COST 262144 8192 2 8 5.00 0.001 512 0.461419 6439.591 0.712160
COST 262144 16384 2 8 5.00 0.001 512 0.695501 11956.100 0.722784
COST 262144 32768 2 8 5.00 0.001 512 0.845648 17030.111 0.759477
COST 262144 65536 2 8 5.00 0.001 512 0.940343 20905.755 0.903207
COST 262144 131072 2 8 5.00 0.001 512 1.000000 23608.714 1.000000
COST 262144 4096 2 8 5.00 0.001 512 0.244739 2694.120 0.720799
COST 262144 8192 2 8 5.00 0.001 512 0.588167 6554.123 0.752477
COST 262144 16384 2 8 5.00 0.001 512 0.805826 10920.503 0.742207
COST 262144 32768 2 8 5.00 0.001 512 0.916725 13928.144 0.776464
COST 262144 65536 2 8 5.00 0.001 512 0.972241 15637.714 0.852801
COST 262144 131072 2 8 5.00 0.001 512 1.000000 16539.686 1.000000
COST 262144 4096 2 8 5.00 0.001 512 0.334221 2913.531 0.843468
COST 262144 8192 2 8 5.00 0.001 512 0.698559 6604.717 0.850722
COST 262144 16384 2 8 5.00 0.001 512 0.883565 9887.633 0.862313
COST 262144 32768 2 8 5.00 0.001 512 0.958441 11572.928 0.924325
COST 262144 65536 2 8 5.00 0.001 512 0.988192 12297.418 0.957518
COST 262144 131072 2 8 5.00 0.001 512 1.000000 12592.634 1.000000
COST 262144 4096 2 8 5.00 0.01 512 0.101394 2323.402 0.703435
COST 262144 8192 2 8 5.00 0.01 512 0.330538 6266.795 0.749990
COST 262144 16384 2 8 5.00 0.01 512 0.556828 12867.185 0.758656
COST 262144 32768 2 8 5.00 0.01 512 0.739561 20810.259 0.785036
COST 262144 65536 2 8 5.00 0.01 512 0.884754 29021.154 0.842396
COST 262144 131072 2 8 5.00 0.01 512 1.000000 36777.540 1.000000
COST 262144 4096 2 8 5.00 0.01 512 0.165520 2498.171 0.719825
COST 262144 8192 2 8 5.00 0.01 512 0.461419 6439.591 0.770274
COST 262144 16384 2 8 5.00 0.01 512 0.695501 11956.100 0.728070
COST 262144 32768 2 8 5.00 0.01 512 0.845648 17030.111 0.763291
COST 262144 65536 2 8 5.00 0.01 512 0.940343 20905.755 0.866588
COST 262144 131072 2 8 5.00 0.01 512 1.000000 23608.714 1.000000
COST 262144 4096 2 8 5.00 0.01 512 0.244739 2694.120 0.772800
COST 262144 8192 2 8 5.00 0.01 512 0.588167 6554.123 0.815700
COST 262144 16384 2 8 5.00 0.01 512 0.805826 10920.503 0.836900
COST 262144 32768 2 8 5.00 0.01 512 0.916725 13928.144 0.866165
COST 262144 65536 2 8 5.00 0.01 512 0.972241 15637.714 0.921519
COST 262144 131072 2 8 5.00 0.01 512 1.000000 16539.686 1.000000
COST 262144 4096 2 8 5.00 0.01 512 0.334221 2913.531 1.101760
COST 262144 8192 2 8 5.00 0.01 512 0.698559 6604.717 1.108605
COST 262144 16384 2 8 5.00 0.01 512 0.883565 9887.633 1.122506
COST 262144 32768 2 8 5.00 0.01 512 0.958441 11572.928 1.152695
COST 262144 65536 2 8 5.00 0.01 512 0.988192 12297.418 0.976478
COST 262144 131072 2 8 5.00 0.01 512 1.000000 12592.634 1.000000
COST 262144 4096 2 8 5.50 0.0001 512 0.101394 2323.402 0.707144
COST 262144 8192 2 8 5.50 0.0001 512 0.330538 6266.795 0.727876
COST 262144 16384 2 8 5.50 0.0001 512 0.556828 12867.185 0.726917
COST 262144 32768 2 8 5.50 0.0001 512 0.739561 20810.259 0.781332
COST 262144 65536 2 8 5.50 0.0001 512 0.884754 29021.154 0.842313
COST 262144 131072 2 8 5.50 0.0001 512 1.000000 36777.540 1.000000
COST 262144 4096 2 8 5.50 0.0001 512 0.165520 2498.171 0.718074
COST 262144 8192 2 8 5.50 0.0001 512 0.461419 6439.591 0.718375
COST 262144 16384 2 8 5.50 0.0001 512 0.695501 11956.100 0.729125
COST 262144 32768 2 8 5.50 0.0001 512 0.845648 17030.111 0.753549
COST 262144 65536 2 8 5.50 0.0001 512 0.940343 20905.755 0.850017
COST 262144 131072 2 8 5.50 0.0001 512 1.000000 23608.714 1.000000
COST 262144 4096 2 8 5.50 0.0001 512 0.244739 2694.120 0.785230
COST 262144 8192 2 8 5.50 0.0001 512 0.588167 6554.123 0.798572
COST 262144 16384 2 8 5.50 0.0001 512 0.805826 10920.503 0.809792
COST 262144 32768 2 8 5.50 0.0001 512 0.916725 13928.144 0.833305
COST 262144 65536 2 8 5.50 0.0001 512 0.972241 15637.714 0.927338
COST 262144 131072 2 8 5.50 0.0001 512 1.000000 16539.686 1.000000
COST 262144 4096 2 8 5.50 0.0001 512 0.334221 2913.531 1.527143
COST 262144 8192 2 8 5.50 0.0001 512 0.698559 6604.717 1.494540
COST 262144 16384 2 8 5.50 0.0001 512 0.883565 9887.633 1.542204
COST 262144 32768 2 8 5.50 0.0001 512 0.958441 11572.928 1.605424
COST 262144 65536 2 8 5.50 0.0001 512 0.988192 12297.418 1.271478
COST 262144 131072 2 8 5.50 0.0001 512 1.000000 12592.634 1.000000
COST 262144 4096 2 8 5.50 0.001 512 0.101394 2323.402 0.717147
COST 262144 8192 2 8 5.50 0.001 512 0.330538 6266.795 0.723683
COST 262144 16384 2 8 5.50 0.001 512 0.556828 12867.185 0.728205
COST 262144 32768 2 8 5.50 0.001 512 0.739561 20810.259 0.797113
COST 262144 65536 2 8 5.50 0.001 512 0.884754 29021.154 0.852383
COST 262144 131072 2 8 5.50 0.001 512 1.000000 36777.540 1.000000
COST 262144 4096 2 8 5.50 0.001 512 0.165520 2498.171 0.684880
COST 262144 8192 2 8 5.50 0.001 512 0.461419 6439.591 0.711678
COST 262144 16384 2 8 5.50 0.001 512 0.695501 11956.100 0.766232
COST 262144 32768 2 8 5.50 0.001 512 0.845648 17030.111 0.752206
COST 262144 65536 2 8 5.50 0.001 512 0.940343 20905.755 0.836470
COST 262144 131072 2 8 5.50 0.001 512 1.000000 23608.714 1.000000
COST 262144 4096 2 8 5.50 0.001 512 0.244739 2694.120 1.100241
COST 262144 8192 2 8 5.50 0.001 512 0.588167 6554.123 1.148391
COST 262144 16384 2 8 5.50 0.001 512 0.805826 10920.503 1.133310
COST 262144 32768 2 8 5.50 0.001 512 0.916725 13928.144 1.171514
COST 262144 65536 2 8 5.50 0.001 512 0.972241 15637.714 1.194427
COST 262144 131072 2 8 5.50 0.001 512 1.000000 16539.686 1.000000
COST 262144 4096 2 8 5.50 0.001 512 0.334221 2913.531 1.782178
COST 262144 8192 2 8 5.50 0.001 512 0.698559 6604.717 1.794872
COST 262144 16384 2 8 5.50 0.001 512 0.883565 9887.633 1.846218
COST 262144 32768 2 8 5.50 0.001 512 0.958441 11572.928 1.704408
COST 262144 65536 2 8 5.50 0.001 512 0.988192 12297.418 0.955362
COST 262144 131072 2 8 5.50 0.001 512 1.000000 12592.634 1.000000
COST 262144 4096 2 8 5.50 0.01 512 0.101394 2323.402 0.696386
COST 262144 8192 2 8 5.50 0.01 512 0.330538 6266.795 0.702825
COST 262144 16384 2 8 5.50 0.01 512 0.556828 12867.185 0.724020
COST 262144 32768 2 8 5.50 0.01 512 0.739561 20810.259 0.765630
COST 262144 65536 2 8 5.50 0.01 512 0.884754 29021.154 0.833127
COST 262144 131072 2 8 5.50 0.01 512 1.000000 36777.540 1.000000
COST 262144 4096 2 8 5.50 0.01 512 0.165520 2498.171 0.902459
COST 262144 8192 2 8 5.50 0.01 512 0.461419 6439.591 0.910232
COST 262144 16384 2 8 5.50 0.01 512 0.695501 11956.100 0.950192
COST 262144 32768 2 8 5.50 0.01 512 0.845648 17030.111 0.984286
COST 262144 65536 2 8 5.50 0.01 512 0.940343 20905.755 1.062409
COST 262144 131072 2 8 5.50 0.01 512 1.000000 23608.714 1.000000
COST 262144 4096 2 8 5.50 0.01 512 0.244739 2694.120 1.785515
COST 262144 8192 2 8 5.50 0.01 512 0.588167 6554.123 1.737234
COST 262144 16384 2 8 5.50 0.01 512 0.805826 10920.503 1.748006
COST 262144 32768 2 8 5.50 0.01 512 0.916725 13928.144 1.749821
COST 262144 65536 2 8 5.50 0.01 512 0.972241 15637.714 1.061998
COST 262144 131072 2 8 5.50 0.01 512 1.000000 16539.686 1.000000
COST 262144 4096 2 8 5.50 0.01 512 0.334221 2913.531 2.197413
COST 262144 8192 2 8 5.50 0.01 512 0.698559 6604.717 2.288598
COST 262144 16384 2 8 5.50 0.01 512 0.883565 9887.633 2.191563
COST 262144 32768 2 8 5.50 0.01 512 0.958441 11572.928 1.085059
COST 262144 65536 2 8 5.50 0.01 512 0.988192 12297.418 0.652453
COST 262144 131072 2 8 5.50 0.01 512 1.000000 12592.634 1.000000
COST 262144 4096 2 8 6.00 0.0001 512 0.101394 2323.402 0.688655
COST 262144 8192 2 8 6.00 0.0001 512 0.330538 6266.795 0.725012
COST 262144 16384 2 8 6.00 0.0001 512 0.556828 12867.185 0.733150
COST 262144 32768 2 8 6.00 0.0001 512 0.739561 20810.259 0.770986
COST 262144 65536 2 8 6.00 0.0001 512 0.884754 29021.154 0.831312
COST 262144 131072 2 8 6.00 0.0001 512 1.000000 36777.540 1.000000
COST 262144 4096 2 8 6.00 0.0001 512 0.165520 2498.171 0.828136
COST 262144 8192 2 8 6.00 0.0001 512 0.461419 6439.591 0.831896
COST 262144 16384 2 8 6.00 0.0001 512 0.695501 11956.100 0.866926
COST 262144 32768 2 8 6.00 0.0001 512 0.845648 17030.111 0.882809
COST 262144 65536 2 8 6.00 0.0001 512 0.940343 20905.755 0.975388
COST 262144 131072 2 8 6.00 0.0001 512 1.000000 23608.714 1.000000
COST 262144 4096 2 8 6.00 0.0001 512 0.244739 2694.120 1.671506
COST 262144 8192 2 8 6.00 0.0001 512 0.588167 6554.123 1.699777
COST 262144 16384 2 8 6.00 0.0001 512 0.805826 10920.503 1.717217
COST 262144 32768 2 8 6.00 0.0001 512 0.916725 13928.144 1.793881
COST 262144 65536 2 8 6.00 0.0001 512 0.972241 15637.714 1.385256
COST 262144 131072 2 8 6.00 0.0001 512 1.000000 16539.686 1.000000
COST 262144 4096 2 8 6.00 0.0001 512 0.334221 2913.531 2.116489
COST 262144 8192 2 8 6.00 0.0001 512 0.698559 6604.717 2.147154
COST 262144 16384 2 8 6.00 0.0001 512 0.883565 9887.633 2.131387
COST 262144 32768 2 8 6.00 0.0001 512 0.958441 11572.928 1.428725
COST 262144 65536 2 8 6.00 0.0001 512 0.988192 12297.418 0.634842
COST 262144 131072 2 8 6.00 0.0001 512 1.000000 12592.634 1.000000
COST 262144 4096 2 8 6.00 0.001 512 0.101394 2323.402 0.720897
COST 262144 8192 2 8 6.00 0.001 512 0.330538 6266.795 0.721323
COST 262144 16384 2 8 6.00 0.001 512 0.556828 12867.185 0.762277
COST 262144 32768 2 8 6.00 0.001 512 0.739561 20810.259 0.789350
COST 262144 65536 2 8 6.00 0.001 512 0.884754 29021.154 0.866683
COST 262144 131072 2 8 6.00 0.001 512 1.000000 36777.540 1.000000
COST 262144 4096 2 8 6.00 0.001 512 0.165520 2498.171 1.100353
COST 262144 8192 2 8 6.00 0.001 512 0.461419 6439.591 1.151020
COST 262144 16384 2 8 6.00 0.001 512 0.695501 11956.100 1.194461
COST 262144 32768 2 8 6.00 0.001 512 0.845648 17030.111 1.217710
COST 262144 65536 2 8 6.00 0.001 512 0.940343 20905.755 1.303452
COST 262144 131072 2 8 6.00 0.001 512 1.000000 23608.714 1.000000
COST 262144 4096 2 8 6.00 0.001 512 0.244739 2694.120 1.942905
COST 262144 8192 2 8 6.00 0.001 512 0.588167 6554.123 2.023641
COST 262144 16384 2 8 6.00 0.001 512 0.805826 10920.503 2.006143
COST 262144 32768 2 8 6.00 0.001 512 0.916725 13928.144 1.845478
COST 262144 65536 2 8 6.00 0.001 512 0.972241 15637.714 0.892590
COST 262144 131072 2 8 6.00 0.001 512 1.000000 16539.686 1.000000
COST 262144 4096 2 8 6.00 0.001 512 0.334221 2913.531 2.091314
COST 262144 8192 2 8 6.00 0.001 512 0.698559 6604.717 2.172513
COST 262144 16384 2 8 6.00 0.001 512 0.883565 9887.633 2.146725
COST 262144 32768 2 8 6.00 0.001 512 0.958441 11572.928 0.715155
COST 262144 65536 2 8 6.00 0.001 512 0.988192 12297.418 0.532649
COST 262144 131072 2 8 6.00 0.001 512 1.000000 12592.634 1.000000
COST 262144 4096 2 8 6.00 0.01 512 0.101394 2323.402 0.898422
COST 262144 8192 2 8 6.00 0.01 512 0.330538 6266.795 0.858706
COST 262144 16384 2 8 6.00 0.01 512 0.556828 12867.185 0.930781
COST 262144 32768 2 8 6.00 0.01 512 0.739561 20810.259 0.985824
COST 262144 65536 2 8 6.00 0.01 512 0.884754 29021.154 1.023907
COST 262144 131072 2 8 6.00 0.01 512 1.000000 36777.540 1.000000
COST 262144 4096 2 8 6.00 0.01 512 0.165520 2498.171 1.893940
COST 262144 8192 2 8 6.00 0.01 512 0.461419 6439.591 1.940165
COST 262144 16384 2 8 6.00 0.01 512 0.695501 11956.100 2.035513
COST 262144 32768 2 8 6.00 0.01 512 0.845648 17030.111 2.018247
COST 262144 65536 2 8 6.00 0.01 512 0.940343 20905.755 1.172274
COST 262144 131072 2 8 6.00 0.01 512 1.000000 23608.714 1.000000
COST 262144 4096 2 8 6.00 0.01 512 0.244739 2694.120 2.378732
COST 262144 8192 2 8 6.00 0.01 512 0.588167 6554.123 2.429515
COST 262144 16384 2 8 6.00 0.01 512 0.805826 10920.503 2.362356
COST 262144 32768 2 8 6.00 0.01 512 0.916725 13928.144 0.969656
COST 262144 65536 2 8 6.00 0.01 512 0.972241 15637.714 0.540461
COST 262144 131072 2 8 6.00 0.01 512 1.000000 16539.686 1.000000
COST 262144 4096 2 8 6.00 0.01 512 0.334221 2913.531 2.358215
COST 262144 8192 2 8 6.00 0.01 512 0.698559 6604.717 2.369117
COST 262144 16384 2 8 6.00 0.01 512 0.883565 9887.633 1.165450
COST 262144 32768 2 8 6.00 0.01 512 0.958441 11572.928 0.348972
COST 262144 65536 2 8 6.00 0.01 512 0.988192 12297.418 0.447990
COST 262144 131072 2 8 6.00 0.01 512 1.000000 12592.634 1.000000
COST 262144 4096 2 8 6.50 0.0001 512 0.101394 2323.402 0.744754
COST 262144 8192 2 8 6.50 0.0001 512 0.330538 6266.795 0.762983
COST 262144 16384 2 8 6.50 0.0001 512 0.556828 12867.185 0.779896
COST 262144 32768 2 8 6.50 0.0001 512 0.739561 20810.259 0.776043
COST 262144 65536 2 8 6.50 0.0001 512 0.884754 29021.154 0.851252
COST 262144 131072 2 8 6.50 0.0001 512 1.000000 36777.540 1.000000
COST 262144 4096 2 8 6.50 0.0001 512 0.165520 2498.171 1.579168
COST 262144 8192 2 8 6.50 0.0001 512 0.461419 6439.591 1.581052
COST 262144 16384 2 8 6.50 0.0001 512 0.695501 11956.100 1.647535
COST 262144 32768 2 8 6.50 0.0001 512 0.845648 17030.111 1.765974
COST 262144 65536 2 8 6.50 0.0001 512 0.940343 20905.755 1.675302
COST 262144 131072 2 8 6.50 0.0001 512 1.000000 23608.714 1.000000
COST 262144 4096 2 8 6.50 0.0001 512 0.244739 2694.120 2.361477
COST 262144 8192 2 8 6.50 0.0001 512 0.588167 6554.123 2.365117
COST 262144 16384 2 8 6.50 0.0001 512 0.805826 10920.503 2.379523
COST 262144 32768 2 8 6.50 0.0001 512 0.916725 13928.144 1.953762
COST 262144 65536 2 8 6.50 0.0001 512 0.972241 15637.714 0.710552
COST 262144 131072 2 8 6.50 0.0001 512 1.000000 16539.686 1.000000
COST 262144 4096 2 8 6.50 0.0001 512 0.334221 2913.531 2.255613
COST 262144 8192 2 8 6.50 0.0001 512 0.698559 6604.717 2.301498
COST 262144 16384 2 8 6.50 0.0001 512 0.883565 9887.633 2.099219
COST 262144 32768 2 8 6.50 0.0001 512 0.958441 11572.928 0.457400
COST 262144 65536 2 8 6.50 0.0001 512 0.988192 12297.418 0.456709
COST 262144 131072 2 8 6.50 0.0001 512 1.000000 12592.634 1.000000
COST 262144 4096 2 8 6.50 0.001 512 0.101394 2323.402 0.850495
COST 262144 8192 2 8 6.50 0.001 512 0.330538 6266.795 0.883199
COST 262144 16384 2 8 6.50 0.001 512 0.556828 12867.185 0.906686
COST 262144 32768 2 8 6.50 0.001 512 0.739561 20810.259 0.928438
COST 262144 65536 2 8 6.50 0.001 512 0.884754 29021.154 1.035146
COST 262144 131072 2 8 6.50 0.001 512 1.000000 36777.540 1.000000
COST 262144 4096 2 8 6.50 0.001 512 0.165520 2498.171 2.157937
COST 262144 8192 2 8 6.50 0.001 512 0.461419 6439.591 2.202283
COST 262144 16384 2 8 6.50 0.001 512 0.695501 11956.100 2.289416
COST 262144 32768 2 8 6.50 0.001 512 0.845648 17030.111 2.432724
COST 262144 65536 2 8 6.50 0.001 512 0.940343 20905.755 1.273070
COST 262144 131072 2 8 6.50 0.001 512 1.000000 23608.714 1.000000
COST 262144 4096 2 8 6.50 0.001 512 0.244739 2694.120 2.320085
COST 262144 8192 2 8 6.50 0.001 512 0.588167 6554.123 2.283711
COST 262144 16384 2 8 6.50 0.001 512 0.805826 10920.503 2.356850
COST 262144 32768 2 8 6.50 0.001 512 0.916725 13928.144 0.802995
COST 262144 65536 2 8 6.50 0.001 512 0.972241 15637.714 0.483931
COST 262144 131072 2 8 6.50 0.001 512 1.000000 16539.686 1.000000
COST 262144 4096 2 8 6.50 0.001 512 0.334221 2913.531 2.362489
COST 262144 8192 2 8 6.50 0.001 512 0.698559 6604.717 2.390137
COST 262144 16384 2 8 6.50 0.001 512 0.883565 9887.633 1.198870
COST 262144 32768 2 8 6.50 0.001 512 0.958441 11572.928 0.282858
COST 262144 65536 2 8 6.50 0.001 512 0.988192 12297.418 0.435189
COST 262144 131072 2 8 6.50 0.001 512 1.000000 12592.634 1.000000
COST 262144 4096 2 8 6.50 0.01 512 0.101394 2323.402 1.648416
COST 262144 8192 2 8 6.50 0.01 512 0.330538 6266.795 1.731785
COST 262144 16384 2 8 6.50 0.01 512 0.556828 12867.185 1.725620
COST 262144 32768 2 8 6.50 0.01 512 0.739561 20810.259 1.807184
COST 262144 65536 2 8 6.50 0.01 512 0.884754 29021.154 1.463677
COST 262144 131072 2 8 6.50 0.01 512 1.000000 36777.540 1.000000
COST 262144 4096 2 8 6.50 0.01 512 0.165520 2498.171 2.360548
COST 262144 8192 2 8 6.50 0.01 512 0.461419 6439.591 2.401972
COST 262144 16384 2 8 6.50 0.01 512 0.695501 11956.100 2.432377
COST 262144 32768 2 8 6.50 0.01 512 0.845648 17030.111 1.594344
COST 262144 65536 2 8 6.50 0.01 512 0.940343 20905.755 0.578366
COST 262144 131072 2 8 6.50 0.01 512 1.000000 23608.714 1.000000
COST 262144 4096 2 8 6.50 0.01 512 0.244739 2694.120 2.287193
COST 262144 8192 2 8 6.50 0.01 512 0.588167 6554.123 2.311407
COST 262144 16384 2 8 6.50 0.01 512 0.805826 10920.503 1.208015
COST 262144 32768 2 8 6.50 0.01 512 0.916725 13928.144 0.308672
COST 262144 65536 2 8 6.50 0.01 512 0.972241 15637.714 0.452750
COST 262144 131072 2 8 6.50 0.01 512 1.000000 16539.686 1.000000
COST 262144 4096 2 8 6.50 0.01 512 0.334221 2913.531 2.293898
COST 262144 8192 2 8 6.50 0.01 512 0.698559 6604.717 2.199728
